Address, Current Balance, Expected Amount
0x964ac2e60ab7dcc0ffbd14faaac98a363d058192,1773456,1773456
0x964e005205c839ccf459272cd84ad075f6a7b2ac,2128147,2128147
0x96564d579ddcdcadae789ed7c3356a71a9f16636,88672,88672
0x965cf8c7864f0e76135d60a3ccea67c36abade16,58524,58524
0x96643a71d4ea4ca58385523154a7282b99e390aa,88672,88672
0x9668bdf490a140e36f0e007d97e6a77bc3e6c815,1596110,1596110
0x966a061fadb7e6f1e8a0d1278594705aaeac5cf1,443588,70938
0x9670c5130250188244fc572acf0e589fd3bbc5ae,177345,177345
0x9681cba1d8e11c31ba9ac39a7954d964ec7415cf,58524,58524
0x968bf95fd4bec2939cbb6c06f519287be4d0e8ca,195080,195080
0x968eefce8d4ab793fd4a0c0e168b517c3310e05a,12414,12414
0x9696f59e4d72e237be84ffd425dcad154bf96976,141876,141876
0x96acc14f8d521546637c3f4a6e08127da0f46139,1330092,1330092
0x96b0e317ca8b2233c41290a97e151969d0007dd0,882924,882924
0x96ba96b44c001db01d22e257a6fca05a828c922e,70938,70938
0x96c286d52763a415d70919e3140bb39c319a471b,215859,177345
0x96c2b41ca810389da19192f846bb8a6a6358ccc7,714702,714702
0x96dfebd208dbffac4feb4fafb1baa0b4eb5a16a6,1553297,1304244
0x96e6205715ebdd9734d69f6368f49b3a0583a385,350030,271030
0x96ff755821e2625a86d697b1cf7e85c412d5dc24,126092,126092
0x97013995b4866f7279e2bf6dbd7677529b21a762,794597,177345
0x97156c78f246db6359ab9c0980245c57b931ff4a,93993,93993
0x971ccb75b78accf4102f378bde1034673d030afe,118112,118112
0x971d651b407e81b9a69fd1838845606835fded88,58524,58524
0x97310f361b09381a8248d381d4efe9c1b50794de,15819,15819
0x973a3e063a4ab1a7cfa5c76375c6a2ee90ec8124,88672,88672
0x973d641121ea5b347b33746c57d1d9ef33127e9b,88672,88672
0x9742ddfcb8a5238a4b24956bcc1390e60949b389,354691,354691
0x974364a38043038597b4f998e383d5aa9d2a65f8,58524,58524
0x9748369d3d8c6e985867b38995dc5ce7865bf992,88672,88672
0x975fd543242ea59ecc21e79e128ae86677c4821b,58524,58524
0x97618f26046f44135af37417e67d84dbd4fdf926,4659064,2660184
0x9769bb33d02706a50cf51542939e328949f48b0a,1778420,1212088
0x977469bde563c277cd0e92326126413043f4bacf,5000780,1418764
0x9776abcddfde3f8c638fd3c823a661a316cede5d,104583,104583
0x9789d91ef5af40a56a29b3f864afa9a7a7af388b,159611,159611
0x9790c906a248fa32a3faca03698c4d6c0a25c1f8,7093,7093
0x97982cf71dc67d5912fa6a7e42845caed5c02752,1115424,886728
0x97a3e8830cd31b0991a70d61b321100e4c7b73fd,102860,102860
0x97b6334e9ff477f991f3b55c1a161487df1d0665,197981,97540
0x97b7bd3e239f30e1a6973d15ceffbc415398650a,88672,88672
0x97b85f38bfb15575f882dc77c5e6b0ad3be90026,211149,177345
0x97bdd765c51fa00abeb360a25be73b59bd9b3c84,168534,97540
0x97c63d888ebc5d8f5d9e2da7d2b6090670d880e3,104633,104633
0x97c923cf8d4f6d373d6c9c7d90a7fc87e356b702,99313,99313
0x97c949cbc023bf30a2c1b74e5d6e678d6793bd7c,2391905,886728
0x97e27c55de1aec7058c3c796597e5468220771e1,356903,354691
0x97e7124bbce0baf75a7c4688b98a0c1ddfafb3f5,2061465,2061465
0x97edff2bba11c7abbee97228f3b4afb9da15a152,266018,266018
0x97ee40a46261e4764eed36566df6906e82998f99,141876,141876
0x97f33342ef2e868658ec9d10b006f24aecbb3a2f,459661,459661
0x97f33d7dc6e012c9c35b0e93d2874b99cc814c1d,97540,97540
0x9808beab7f84aa0147de73da2c953e503d0e1b1f,187960,187960
0x981378024fbbe4b67a4992d78f7ab6ade2f63bea,75600,58524
0x981b148a164cf3f94843f50cd3f96419178593e9,164156,58524
0x981d6f3091da2af7e865464c9e75d666b928ade2,58524,58524
0x98257ae814d8fe4bcbddf5f757d606e6c256f84e,129462,129462
0x98268948278e168d57e3409e42b9dfa97f0d7aed,492134,492134
0x982b855efc56ef62af60f49e7a049f83c98c4052,62070,62070
0x983a4ef8f85cee96c9a3d61eff466c6414cc7735,438043,438043
0x984966e7052512dcea5952c8f40c1af9c7ed6172,2660184,2660184
0x984a2093d0fb2ff94cdc6bf926a3027d23dcf03b,62070,62070
0x9853aee539888e3ef1e9281bb045d6ab2f7ddd65,129552,70938
0x98578b1fe5ed480c72f48b60a9a114aeed0253ef,1773456,1773456
0x986c410e77a4a0b88d9e783311e269f24d023a62,230549,230549
0x9879069b7aa00359faab29e30e6c48c389c23e13,58524,58524
0x987f20f7bd685f71f5d94942b00408158836dbc1,425629,425629
0x9889f17ee5029dc340660e4bd91f546bc0d5c456,70938,70938
0x989ac2aab0e050b9f17ec745340ef634caf0c290,1773456,1773456
0x989ae13917093601c1b54bdc57390c6c0b89dcb3,61272,61272
0x989e037fdb3bc5620c267cbecdcff82b982e0eca,298686,48973
0x989fcb3e728ba38e0187caf9a553f10fae121f31,343115,235869
0x98a4b79d075e25258807b58cb9ab8fdd0057b044,49137,49137
0x98a61dddb6e10403afe397ef9588e1d467b7e0e3,195080,195080
0x98aa0f97c8d971af6b2bfc7e5352df36ef7eb4f2,4504630,3564646
0x98aeda97cf7be5b9a6aa9e706200c601681d1445,1005534,882649
0x98bdd55fd7b988630ff2bffb059cf20682a5a612,5320,5320
0x98c18aaa886a01699135c7cf9b0d14ad07409074,306874,306874
0x98ce912ea90388950bab6779dd104db6f2d540ed,172985,88672
0x98df896498bb05b11083292c6f9b5b9178057bbd,141876,141876
0x98e416ceccb811cf945f5812dc610a7390a93c59,354691,354691
0x98e4201cdeb12eb0e0dbb5ba071e7d46351c4280,131205,88672
0x98f0de9479d8f76b32176bfbc9fbf0aabb8b1f20,1009096,1009096
0x98f41cf7e7d8ab823837c2094fd745cf3c25eb6c,141876,141876
0x99022222e348f8f7a6ddfc0d3be53cfd4cb3f695,440580,425629
0x99046907448b77efd3897f05b5a6a00f0aadf2e7,159611,159611
0x990f124747d946a083ad3cdea043c34c0687c43c,48060,48060
0x992d01f1a078e3f4278705d830d7262cce97412e,70938,70938
0x99311b8f50728f1ed7fd22b9de58d91379238b42,59463,59463
0x994170c9af6c5853e1ef86c5c39fe404d15f7c51,88672,88672
0x9941d7d81baca241b76820905e53a44feb35229e,197763,197763
0x9952bbdedf76148308e08494c6367b3acd622fa4,876541,585240
0x9956c4f332d6d205c60027d73db515417a34633b,63844,63844
0x995a014a6d43ad9f49ddde79803936cd1111ab8d,103512,88672
0x996acf97401bfce7e2e317d253bf82f9266efb63,12946101,10658471
0x996ce89d74bc058928f54886cb11244e9a6efd67,585240,585240
0x996e2ab0e5736d1988205c1792fa3ee6defac6aa,18064456,2394165
0x9984670c6940a303019b1fb2599cc8e55462b82c,60297,60297
0x998f085095e949ba470f59d5aa1b5dfa5372a86f,34593,3546
0x9990ba857d66e6e23432b6dce236e760c9a0713a,58524,58524
0x999adbc3a112d145e09ea1616888b025292b3d74,99999,88672
0x999e170fefc37e6f24f1c5f190b55cd6c1deea61,97540,97540
0x99b1c566522b93a88cb7d282af247cb4f5dd32fe,88672,88672
0x99b3ccb25603386346629b8098a3cd7c84561e5f,87271,58524
0x99b9497cdbcd9dce62fb501611f35cd40a2327fd,294393,294393
0x99b949904a7c6e56b15b332f11cca4ca6621863f,1064073,1064073
0x99c5277e7c15f4c26c4a9208a0cc87faefac04f3,58524,58524
0x99cabba41521f65f97524967f80d96edd347abe1,172423,88672
0x99cb0689b7b6bf1d381a8c7d899012e80b041b4d,443364,443364
0x99da85b2c661c8276d148cd53be412c8b0263343,250404,250404
0x99db9e6b729338c2a2b4872ab1c0244020283b39,59410,59410
0x99e8d577954af6fc15e85477808b0f61709a4148,98126,98126
0x99f3e56c200698a1686f4f918da0595355a33ca6,270770,266018
0x99fe4b6e407b727fb81fc88614786312630abc4b,532036,532036
0x99feb5f563997938bec7e00640db81f999e5faf9,404348,404348
0x9a05978271415c77bac8aa54104753b87b54abf7,177345,177345
0x9a0f770d71e043bcd42aca26a1d916cf28b886b6,88672,88672
0x9a1f1e55b86d83e7731175a86df57bcc37c5997f,221682,221682
0x9a20d5a2a0f059c6e8160c6f6065da534852ddae,58524,58524
0x9a23d93d626598edf449f36385ac3feb52dc94b5,1773456,1773456
0x9a25ba57c02c7c0af0099f876da29c6051b16795,97540,97540
0x9a2c60b7c63e866f00a5e8e6da181990ed674fc0,69487,69487
0x9a453199153d6304f7f1b00f88dee6e8cadc7129,177345,177345
0x9a5c8d70bdb2ae85270ffe00b20619b1fbac712e,177345,177345
0x9a6521345bf96681cca5f907fe64ed71c5d0db9d,117048,117048
0x9a6ef672c9af8c98201d3ddffba9de4a67bb7df8,177345,177345
0x9a70f0818f458480f2a3b086a1fe5ee6c78b5f2b,354691,354691
0x9a793786d8f436a8bc0888647d55afba081297c8,88672,88672
0x9a7ae4a2b29c0f2a346c338cfbebeefde50d48ce,5000000,3546912
0x9a837c9233bb02b44f60bf99bc14bbf6223069b8,163157,163157
0x9a87b52ffcc9aaeac0a114cd727dc471d32cdb9a,709382,709382
0x9a88083d94e1fcc2d0b97cce98904337d4cacaae,88672,88672
0x9a88fb01cd33cbfd7f4ef44d86f288979984990f,1773456,1773456
0x9a91cb01c4e5fbf8c206e713dc90559df21a3179,3443787,2039474
0x9aa4b22a616d5cbc6834d3e5da877d17f93c2b77,78032,78032
0x9ab243addd0c9bbdd8990d29dbbefa2dd3c812a7,61838,61838
0x9ab63016da054f66b013c642b8348ac1b09d84ad,569127,569127
0x9ab7cacce03cec4b8c3ad84c3bf799eaa0209b2f,177345,177345
0x9abbf7218c65c4d22c8483b5d6be93075a3c159c,88672,88672
0x9abc70916488f6bc02e9408a69e6d77691993659,505435,505435
0x9abd072f02a1eafdeffbba6794a846f9283d9c86,128844,88672
0x9abf4966c9feafe1b5ce80fc301ef9397c3f55bc,696270,180638
0x9ac57d021b1d5ca744c25d5a51fb27aedbb068b8,172025,172025
0x9ac9926809d9cbdf6d993c3047805414aa8c45da,58524,58524
0x9acb177c307fb6df4518f50ea763e988fd30952a,99313,99313
0x9acc8c6ecd71475116ad6731f591c97b01d48dfe,88672,88672
0x9ad378e5530349b40295f105b7321d90d863bc3e,117686,117686
0x9adee1edf3d6e15baf790a55921f02f9cfed620b,169091,169091
0x9adfc88a4d8de963143d68609c209b22174fdb3d,480488,185071
0x9ae1984eb697ff8419101fc860e0ae19d1564064,53203,53203
0x9aeb7c4f83fcbe665ce869ff815e66b897911c5a,177345,177345
0x9af00e295311ffae41eb0d26d43130d2a8bed614,551585,354691
0x9b0747510ac2bf98c3dfff00f5c1ac559ffa3fcc,62070,62070
0x9b0f271e42afc9ff7b14e1d574f03a5ecdec24fe,413215,413215
0x9b0fb60cd01ecee4ffe5cb09b7359c274532794b,1773456,1773456
0x9b2e065e8294101dafd5a472631483f47db9fd6e,207601,101017
0x9b38b7c16e8cf836fa6c74836e89fbc1ae9f556f,88152,58524
0x9b493ebb7927129401c13573e4c89afa73905df9,79805,79805
0x9b4efef8ef5dfc5be0e1f81fd644d6315732a985,15961,15961
0x9b515d01302d969f5486d2b99f0557ceb11001cf,2673113,2673113
0x9b54fdf2505209aa9bf1ce9c225dcf6bb6a56e8e,886728,886728
0x9b5737f161b98b53a6144ce657ce202e50cf7892,111727,111727
0x9b5b11a1d06f5dcd221c98642d5aad7375dcca33,145423,145423
0x9b607f1394d2f77502e92f5a45d98111d5ebe620,1773,1773
0x9b61163ad92ee7e36ff6566ca6190a92b6690be6,4994638,3546912
0x9b681e653e4abfed9fc7bdb751819d4e68097b6e,40721197,8867280
0x9b6d60624d2dcc22d8268164ce8de44cee434236,127858,127858
0x9b81cd3cd181d590153bb731595f0c368d5619d3,1414573,1170481
0x9b831151649679930f2d9c686587ad1d2ffaa70c,139819,60297
0x9b8babc61c1182496705a004b781390e3e4e51ac,255377,255377
0x9b8d99865bfbcc4cf09234154472acb1e3eea986,83811,83811
0x9b98fccdb884e0f5aed09d9a1424e8f0bf64261d,1791190,1791190
0x9b9a73d3f053af116d711b1512df924e2f755dc0,60297,60297
0x9bad83094c23faf30795e70081c1aa9a119067c4,1290912,938556
0x9bb0307c0157e5570004820ff71f571a0147d0ee,690929,500812
0x9bb6f14d5a05d428c55bdea30bd2032c4224fa19,1064073,1064073
0x9bbb9030aba48022452246b22048e592d0ba6d21,177345,177345
0x9bbb97e44ae7a462b14ced3623e0a09b6df4da1d,177345,177345
0x9bd3249d96a7c45c97ecc8fffc4202f5e94c058e,354691,354691
0x9bd6943319a16b30330ea44f9a7c47b4937f1289,141876,141876
0x9be07fdbaf231d840430df2b33716027076e1a3a,87040,87040
0x9be281c2ffcda1e007ca3e14ea745d925a9fce01,70938,70938
0x9c0193abe4f3147b10de9f089fd5cd0414885891,387924,387924
0x9c07464107c9343ba60913ec48ffdb1424ed2446,141876,141876
0x9c07606f19575780a208402731bc7c8169d7ad50,7093824,7093824
0x9c15153c9611903f5f6843b883888112d5c40576,2053972,709382
0x9c1584d68cd00b120181f9880dddc6c09a55c60d,159611,159611
0x9c1c54e43a2f4d81d3c356c8cfd476bd91610760,2660184,2660184
0x9c22836e733d1611d41020123da7aa72f475cc7b,11530476,10037761
0x9c35c14bad9115d0e27908c16a1da988e9aacb30,391749,391749
0x9c4c18e820e85f8128e5cfb04b994fc5b2f42cff,585075,505435
0x9c4e680f66596004228fa36996e8851b86d739bf,887621,887621
0x9c68fdad070b48589e93bf7179b776d71cb30349,70938,70938
0x9c6fe6be948808c916bbbeee4f78f1169bb34650,886728,886728
0x9c89269ef4125a675d5fbf37f925b68cfacb6641,58524,58524
0x9c93333e47f84cc88c2890a741fa437f772c6430,62070,62070
0x9c9610d746ff1c67ce63baf710f883c6090023b4,88672,88672
0x9c97092c8ff4c413b4ba6148516a1df6f8e13d72,393418,101087
0x9c9863162b0b94bfc90f02b29b80304520071765,638444,638444
0x9c9a76d8fb641acbe44da546dc3cbb0f4a080811,3546912,3546912
0x9cadcb6fc3aff5ff1c0c129244297280aae451b0,159611,159611
0x9cb51b11317157776bea1ea2e904bf7a4474a4df,62070,62070
0x9cba251107495174476f8914c8a4a4eb4910048a,3563671,3546912
0x9cc2202a7d3f999c9c8a1ed732108b8f63d7b3c5,336956,336956
0x9cc62f6af491b0a2bdc650cbdd6cbc9e6f486eb8,102860,102860
0x9ccf80af2d74bbecf84e004a0a95eaa889bbc605,122632,122632
0x9cd3f76f881b776ca21a0e678361c33113c1cb0e,17734,17734
0x9cd85e29a02d1500c6b9a12c51a89def8f2d89e5,97578,97578
0x9cd9aefbd6d423f69f5c9caf2fa9972381012b09,1773,1773
0x9ce03db83729d684264278d3d0e4bd0bf7dfa355,124141,124141
0x9ce6d65d396ba30bfa635952671069eddbdde1c3,177345,177345
0x9cef989eab597e911b1f1261c9e4f35a0a508ddc,1231192,886728
0x9cefdfdd09276025df36396e98d57796007c48c9,60297,60297
0x9cf38b8d69e6affa9cf01f5ba5e9015a7d920664,354691,354691
0x9cf3c31a87600df5deb09a52ccf64e26f2919689,58524,58524
0x9d0591fcec26c86e188db6a2d6a0737be5f44419,766999,532036
0x9d0ba0398d5fe82fdf6675eee6eaa57439c94ce5,59071,59071
0x9d47ee7906212ac0253e930887df47b800892c1d,124141,124141
0x9d4dc5080235906e7642aba4b55ca633cae0a551,159762,159611
0x9d4fd1966472c4bc49b22d9ecfa2d8a117f87211,62070,62070
0x9d5204003d4cea3e71f7b676eff9b35a30ab7746,88672,88672
0x9d5be11b27c526516d19ad52e216ad56c80910b1,354691,354691
0x9d6459a7b689bb648e9a582dfaa433264b5912dc,58524,58524
0x9d6b12928dae501453c8a7aaea197819ef7a8171,11012729,8867280
0x9d79e8cb18e584da255cc165e0419d22ec1d822b,1000055,798055
0x9d84ec83ea4100baaec4fa2c32839cbf9d46ced2,354691,354691
0x9d8c8e1398a2aacb3d3f1f61903dce3a0a2abf2c,70938,70938
0x9d99b3e1dbabfd9e2de0a54554054a0b8aa7f670,88672,88672
0x9dab746a7555f66f65bdd8e3e9fa05b16c897f79,263183,263183
0x9dad7689aef61a83d7379798393a376d7ab659ae,532036,532036
0x9db17aacf21c5a17cb5692fa253fe807b697e8ab,124141,124141
0x9dc59bf979b8bad3aa42dee9de34bd46ca8d41b2,1773456,1773456
0x9de1fa5074ca989261c7af1a73f61c6e324abf2e,212814,212814
0x9de3a41964224273fa869b8b39fbe6a680ad0905,300018,69377
0x9df3aeb464794c96ee6b3f2dc5969e06692e5ade,159611,159611
0x9e0149f7cc28c93a3b5f76ab3e8a2a22d14435b5,70938,70938
0x9e040efb07fba6de496ff34786b98c8f84d6ab68,58524,58524
0x9e1359f91e1ca220b7ba863578f6365b7b2a148f,1166893,1166893
0x9e187687cea757a65c7438f8cbfc3afa732dffc5,172004,124141
0x9e4ba2a363398dd019a0855b8de1a33d6907d729,145586,145586
0x9e4fe9593df43f47439ef8f25e85473dfb2ee8a8,88672,88672
0x9e5807cec5033f85c2d593c4a8bb0eee75416378,443364,443364
0x9e62b3ccd62db6d7fcc32413614d5e4efd4155ad,177345,177345
0x9e66d5a00d1a1b769ace7cec3804666d9e2daae6,156664,58524
0x9e6c7f5b52e5b5f90295f81b6f3c5db967dee4c7,3921773,1773456
0x9e7426f8a34cbd610833a617f72ba41f2ca44343,106407,106407
0x9e9e38153dd7f819078f041dcce0100cfa9e02d5,177345,177345
0x9ea49eb90abe620a62d041485e9fbad81a7e7ba3,394222,319222
0x9ea7c740d339f8372786dc8ad008466c64ee732c,26601842,26601842
0x9eb0022d5b1fd2401a3868f1a1892a90e9453ad7,1064073,1064073
0x9eb662693de6031660edf0b8bcca51714d1387e6,141876,141876
0x9eceb27c4a5bee7685f34c52af2b36c6e4488768,532036,532036
0x9ee2c64497a01a9c07749379d614f8c476c58921,2241487,443364
0x9eeaf68b5370f36d5bc7dff2ea0112935132ff5a,177345,177345
0x9eefb23d2067e1a5b04f5511f12b28b97f0115fd,266018,266018
0x9efd2890ddb5d74c659421bc62b706be0334fc94,110317,110317
0x9f02cd833f85ee09790a2d3f03b14f30c6be55dc,293441,131235
0x9f04f57afeec20ce023545f41e9c204e9d890e32,88672,88672
0x9f18f97f92d45cbdc2b018840a8f9cbaf3bee757,178635,125967
0x9f2c9070537d1a22cb1747b62b6b1ce53dc99b6c,97540,97540
0x9f31bd0c48525c46a8455072d26095bd899de1b5,223906,58524
0x9f322ea2f4dd8bbc1e02a7879e74fb01914192c6,70938,70938
0x9f4995fd4ea805634bcf8b1c8d77ae330f37d419,354691,354691
0x9f4c301c109efd302fd0c7ea2e5b5b2a5ee9c339,886728,886728
0x9f68273597bf21f3106972547af2f0b6b57542a7,58524,58524
0x9f73ce729d553589d3db7d7898c539caf8ecf732,8867280,8867280
0x9f8c158b26074d44af8dced5a589a2cbef1d779f,177345,177345
0x9f90915ccf49b2b83680a720c71a7f83c36ccbff,198514,198514
0x9f94ee79c908699938db13ed62624fbb864ceead,62070,62070
0x9fa0d329d0d5567bbba69ad8f97abc5d697a7bde,886728,886728
0x9fbd1621643745548961919edcbf9c3a97bcdd5f,2934784,882506
0x9fc060f92cd7064e2ad362bdcb106ded415d0799,70938,70938
0x9fcf34314237ef1fb73e5e5e8b681d2fb7f5c910,1324348,469965
0x9fd1f0182e34f2d39391e9291d024a6c69f216b1,177345,177345
0x9fdde13869cd8824c97f3014406fac24f6fac397,886728,886728
0x9fe18e1ff01a9aabed3c9c794bc6bc0fb33aa8f3,177345,177345
0x9ff62a2881d9fbed602a0fc665b9f6417f08ae51,266018,266018
0x9ffbf660760ff7ac84a84a36892d1862e2269ad7,64848,64848
0x9ffc397bf29b8c56ab86ddc1ff41e8918dba3552,191925,191925
0x9ffc5b99f282cc238cb5fa4bfecceb94f3008217,177345,177345
0x9ffeca15ab0e162de2ffb9425229bb528752bea7,389781,389781
0xa00a9a272a02cae4abc5ea6554ccd34696f22e07,8867280,8867280
0xa0144db3b8fe180f29beb4f5e8d9ab41b55e8a5a,532036,532036
0xa01616839d519bde760400991081810fd614c2c5,532036,532036
0xa02810debfa46565ce73d7b7c8dd28af8da178dc,141876,141876
0xa029f7354269d52661a65df179988466c301778e,798055,798055
0xa0312ca5418a7e7a3e7caaf7cd0a333fb77be0fb,25892276,336956
0xa04611ac0438bdada004680628704151c8db044f,58524,58524
0xa051e60350443b4d5162ae66c6109cee09f8d062,197030,197030
0xa0537d5c7c6d4d601ddb8e71de0bee9ea4af4c52,358099,212814
0xa0567e544fe5943a35d050c1ef26a044be1eee41,1773456,1773456
0xa0570f3c84ed9130d8d4b6df36b9c7753ace2360,88672,88672
0xa05bd0b03100e38a3db6eacc6596db486fb91e24,327301,177345
0xa06ea20ca721671badafa1cccfbdc44e561ed519,5905070,3546912
0xa0758b0fc26e06dd1b8c58f78a94ce6274a814e6,177345,177345
0xa0853a3bc6014096dc5a973c67ef51de21fd7078,1773456,1773456
0xa08a3b8ba79ade46251037ac674f0f5677cda879,1471852,1471852
0xa08bcb8eb43291a7c24508fee4707aff8e1eeaeb,174808,70938
0xa092379f6e928edb1aaa61a71f17bb03ff8557fa,177345,177345
0xa093fef3c5f10e60d302df6d454100a9b7a7d89d,886728,886728
0xa09edc719642cc0cec4a533611803b1068f91337,1791,1791
0xa0a2aa4206549fa300b110d45beca3b039b0adc8,266018,266018
0xa0a58f00450d382fa3671398d95e10aae5e711ae,34000151,8867280
0xa0aafe9a0f843ce1050036cd58b7297b47915fdd,88672,88672
0xa0acdc35cc9658a5b38ae16b04295444f94886c1,296122,106407
0xa0c385053637cb298de591aeb291b5da57c028b0,86214,86214
0xa0cb600f61d6588c3d2a0df1237bd8dc04063e00,60297,60297
0xa0d36fef1e3b66646e460178c30faf2a18c0f231,261789,88672
0xa0dff06b031171ae5e9a7edb39c073501fb67f1f,67159,67159
0xa0e2829351a8a02c7e9126a771d018c09f4bb25c,58524,58524
0xa0ebf87de04ff8185575e59ec907ba1d329eb83a,886728,886728
0xa0ffc53dee7999612ad1475da928c936b07de017,418015,418015
0xa100cadc3810c9b905bdea69c4baa944330235aa,68619,68619
0xa122cef83a7103adca01dda23eac8b85c3278e34,106407,106407
0xa124ee67f6b4aed95c61fd3b5387bd09cc701d2b,523021,523021
0xa12eb1cf880da86f0656f32e414d41a9575165a3,11527,11527
0xa13be227ab9dc6dd2ed91a0cd3131c4fd7ca03bc,307519,133009
0xa13cf5c661c7caa22d99399271e836166a784aea,221682,221682
0xa13fa8b81f155f3c16f74472bf17156b3645c4d2,886728,886728
0xa1469b3ad38ac8a7720475b6abefb05f3d115ae9,1858141,1344701
0xa14cb6467172a80932c008747e41b83c4514ca34,124141,124141
0xa150e5603207d2bd0b7a6b3480b52ecbcc2b7cb3,151666,136556
0xa157a545fd68600e15612078c2078b1b91e6d6d4,40789,40789
0xa15cee6667054f7ce834c7e5d2a06dba4454a227,104633,104633
0xa16ca24f0f3f939f676020c0d75529954cc8aefe,727117,727117
0xa1813da23055bbf04add669a1b3e508820579482,913216,706893
0xa181550372f94baedff89457b61a87fcdc9c8ef1,60297,60297
0xa18e2301193a680570151d9c2256ea4d26da6315,182665,182665
0xa18fceae325010aa6ffb6c917fc49394465a5b8b,294394,235869
0xa1b062e0dc81e1fe5ae98caada2dcc9889f21a36,62070,62070
0xa1c2f666f5828d51b530e35ee09b886693f86742,1373337,988587
0xa1ca96d13c1f291d5b9d9703213333ac936ddc93,2837,2837
0xa1cc5f9e8038343c5544dfd26c3c137461f9ffe9,1191762,1191762
0xa1ccb3177143aa54edb3b0ca541b8e17e5376908,177345,177345
0xa1d54a13b15e8e26ab15ed94404af2df589b4368,878267,532036
0xa1e7bd9ee324ef586e2603c20e3e67eea0505ea8,498780,443364
0xa1eed470843d8881522b25a51fc7ab5d8f880a3e,58524,58524
0xa1f50a58fd793d5c64fc7186696c0b5feb7ffbde,1773,1773
0xa1f61db5ea4cefa92f798f7360e3801765082e80,88672,88672
0xa1fad6e0bfa9cc73fc197bf7b36629b90044ad01,105307,105307
0xa201e1ba1923c7c8562ecf28c0365cbd58842950,132767,132767
0xa20e5b2a57c006ed10a09f63b9c6e7ddca6b018a,1182561,885721
0xa21a16ec22a940990922220e4ab5bf4c2310f556,58971,58971
0xa21bb20707fe3312cf299007456f0de00625584b,2809627,1773456
0xa22065bdc7cb0f96db7ba3665067e8d1e0d8575d,3869991,1241419
0xa22b8df1e3de0fe1b80590b11ea4166a90c44679,319046,319046
0xa22be0d2518cb2dd5e1ec40d5059c349827eca0c,266018,266018
0xa23136c9735e441909c14f22abc4ac5befdd3c0c,886728,886728
0xa236ed55d9682873c87a79855a91ade7a0a603c4,146824,146824
0xa24464e578c13b57917f5a3e79809c33228d70fd,97540,97540
0xa24fbdfd62e3082d4d22663265edcf76a9d51d64,2863800,1152746
0xa25d040b7cc9390044994e5e209b89891b786ff8,4660990,709382
0xa25f2d38cb91f53136c25e553641e341d1cbd07f,61290,61290
0xa27976c53d838dee86a34e02e76f503180aa7f41,58524,58524
0xa2798e4f7625ce1bf5d844c0a240a3b30b7bb6a3,145400,145400
0xa27be4084d7548d8019931877dd9bb75cc028696,177345,177345
0xa281c2ba32c09dc26c4976df04f2cae0dd9ce0c9,1038752,321343
0xa28e190ce4bebd8d91ba17562098154f3f31fdf7,60000,58524
0xa29787c9bcd309161265ddbda3e28486a4b62c54,177345,177345
0xa298b31b7d77210aaaeee56d229570a3a67bef65,177345,177345
0xa2a7c3bb533790f7fb6bf7b5635cae0b72084f1f,218096,218096
0xa2b2bd7cafc8078cc22cdd754fd14c1c30b29f54,922197,922197
0xa2c4a04eb9523093972e8e9252c9f1fe460480e5,246811,246811
0xa2c6e9fff18f2d42c25b33000245fd86db19c844,64001,64001
0xa2cad9bae0fa90f0c1d991caee4a9ea1d0137ad2,377707,283015
0xa2dce5a9600a6069d9c8b97b120edce5aa223389,88672,88672
0xa3084d35a8fc6ee5d9dda515b2bd4458bbbb5bfc,463790,463790
0xa333a441ded757261b8fe9589c3db1cf0a42ccd7,58524,58524
0xa33790b4b205dcf6f6d16afb2d1280e3490db5bb,340942,58524
0xa33abfe42d2977e7ddef12608129311f3bd8f086,1064073,1064073
0xa33eceaf3e42fd9f946a10237378e60b36af60fd,5549971,4433640
0xa345bc4b57b644ca6263055d9114b26d736d8ad0,58524,58524
0xa362af92c1ec9158a99ab15283920d44417d7e63,58524,58524
0xa36bdff63d98d4a8eca32f4b78536d3d67c056f1,266018,266018
0xa3706c76636e0095bae9bb18f340d9c6989ebce3,354691,354691
0xa385b5023a0ed70baa8f9fb5908a1517234f4d86,97017,97017
0xa3912c9569e30274b1f06186476247453dca463d,403071,106407
0xa399724ec97dfbdd937c90712dd14e9cf596ec26,106407,106407
0xa399848700e850644f2a2285e376186f3615d2cc,241442,138422
0xa3aa7861964dace140f8358813576daec19b2cee,320569,283752
0xa3b4961e342b77424c4a93c1f36662195f9e4f76,296643,296643
0xa3b61ee71f56ce4ae43d65395c01f1e526f3b090,443364,443364
0xa3b6eb637bc175d205c69fa202ed4b6b0194a660,386758,245322
0xa3b8f09e8a6d524582cbeefc0fed17c85135b7df,611301,611301
0xa3bb6a604adeb2d994504020c9e1257d7124db1b,277364,159611
0xa3bbc7838195ba3c84a5cb2389df14973b7cdb94,63844,63844
0xa3c142d3ad5a79824beda52deab3119a7da70bde,62070,62070
0xa3c9a36987863c13111fea67ec70ad37f2c5a2a8,248283,248283
0xa3cbad30c4ff804f81118fbf83a8dd826a307bd7,194078,194078
0xa3dc48bca34ecd42b32fe7d819f8e986d969625f,58524,58524
0xa3df61dc71047912e2134222970884672117fe2a,3546912,3546912
0xa3ea960656dba4f909b8d2476b828be40d31009c,1230247,886728
