Address, Current Balance, Expected Amount
0x3a1e41110d24338a08d43739101c673b9f2649e6,58524,58524
0x3a2d1eeab1459ba211da08244222f1a4b8616c04,88672,88672
0x3a4002a31d3cb8a9b08cf6a930bb89aba93a69d0,58524,58524
0x3a4c388dda1db7fd86bdffc2f4b4afb8a8403c79,62070,62070
0x3a5ee9e38c06d394d52a481281f1b68d5ce03891,1596110,1596110
0x3a63d9c8727c98b75372cf8d2315c84373de0253,122368,122368
0x3a681c8cf4d2343ce34d86b2101c9ea9fd0cd599,177345,177345
0x3a8585167b8beea2e85e95a9f0988673af23584c,138418,138418
0x3a883c9312c8324c935c13b20d223806b7e458a8,65440,65440
0x3a88c9fb323de71edc1f6a57b117580a3fa0f12f,190372,58524
0x3a8fcbe66add99ab322dcedfdea5d248eb1b92e8,133479,133479
0x3aaa57daf2d1af8b6b0f7dc7025a35caa6c2f0eb,514302,514302
0x3aaadf96d29d7b96b404e46cde70fca8f418f98e,3826138,372425
0x3aae6c4aec4b772dd76854b57d0d6eaf805e52c5,177345,177345
0x3aaf054780309c735baaa9c930670340c458ac1b,5320,5320
0x3ac024746e6a746e9972eaceed61e7902624a972,266018,266018
0x3ac028933def668f6807d5e081308273e6001283,984268,984268
0x3ad7041aa3fb5fb93b4256767ed58eeb177b98bf,886728,886728
0x3adeb7da812e30f1d353d642b26a095d428e6f67,1338312,1028604
0x3aea7e44a781edc4387bfb872c19ea5aa81ef0ba,354691,354691
0x3af072907cf680c8c3e12243d97799141895d198,372425,372425
0x3af11da91f3547f3d2296133a1fc274f26e077d8,443368,443364
0x3af70805139fc4b6018a687a5e23b9f09cde728f,354691,354691
0x3afeaf097a44c1132f4ae2eb2020dcdfb3e64190,88672,88672
0x3b008970ca619f7dc293a37b5ce35806334bd33b,58524,58524
0x3b06680f0d4ea9a735d6dfd8b2cc8e3775c2f946,2993091,1773456
0x3b099c6b70c70c47aba0e144d5ddeb386f21d7a2,124141,124141
0x3b12bbe9bf5edff2c3593ec778edaf041e092b74,4256294,4256294
0x3b13fad25ec75b9d1bfb704e37ea75e184860a16,274885,274885
0x3b1d44646c677326e7a3670e50d1946d6dbddbf5,443364,443364
0x3b305ccb309edc2e12cdc0b25e60faa9d02ce410,62070,62070
0x3b3199688d8ae08dce6cc1ea325db6ee1deecf23,886728,886728
0x3b63294873689f11a7cd0e03d474031bfa81ab32,1412733,1330092
0x3b666c8737256c0b39faeec3940b4b0cd48193cb,195080,195080
0x3b75fd547cb75fd7b8748aa244465a155a60cbb0,88672,88672
0x3b7e12d311770c3052c2ce40ca065306ffded233,2047568,602975
0x3b96e3bc3569c4c68178011cf2d1bf0ceef9f32d,106407,106407
0x3ba2b512395c184e88761d545ba6075af033a09e,212089,177345
0x3bad9dc1a36327793dd1d3bc07afc6766b8ba019,177345,177345
0x3bb8cb9abf644048eb219e056f33b8eb7c73551e,993135,993135
0x3bbd42a00d0b6a51dac17b098034f7e728647f1f,2073170,2073170
0x3bccb8a7d2d69b8f07c072e984c236a837f8c97f,88672,88672
0x3bd494eb1677b429349b597cd7909f3d132e9128,227002,227002
0x3bd672ec3d56e4a87a1a0d43cf2a84c8664e3869,60297,60297
0x3bed7992ac45d31bbcd37d2fd793e2229ddd16aa,70938,70938
0x3bf4712f86e369298f5176da51d1fa2b752d4fe1,223455,223455
0x3c0053e8a3c108265df25f1468c7f039d490450a,94620,94620
0x3c098770c32634140f77401c7086cc2e48ca9ee5,99313,99313
0x3c2c0ef34184d92122abf042b70dbc1cc813c074,886728,886728
0x3c449ffba1c9b6c474d3f7db7387dd58149599c2,354691,354691
0x3c46897bd4a3c603eabe489c79deca74b731ab61,669169,494155
0x3c4726b6fa46806c92c7f0ebdaa9853299d25cec,88672,88672
0x3c536c9fe72a79bfe35c653039bb188a1242f159,218667,218667
0x3c5a1a1464dc64f8bcf80fd3fd7b96b63aac5181,200000,196853
0x3c783ce1427ae21d9ced7b44eb4788ba50577a4d,886728,886728
0x3c8eb5532a8bc233aac0ca8adb6186658dcbba0f,58524,58524
0x3c95e55d90c2cfe255c54ceb709333e0ab15c3bb,177345,177345
0x3c9bab743a31193c24df7e12dd817c0a428a5775,177345,177345
0x3c9dec453efaa3c569ebb8406961a58794832f29,674578,674578
0x3ca1aae4b926dcd06cbf7bcf1aab810e106e5995,106407,106407
0x3cb35b672439581834e92143405efe036dc92e26,98426,98426
0x3cb3ce74d5296b5e06a745c5e3aba3c17bbc099e,1110261,857960
0x3cb5f0924f27f6a57502d2f059bde91f0a0f63ea,962374,748446
0x3cc0d06c6b06f7cf278a82effb9bb118ee86dbfd,7449922,266018
0x3cd1e2ed579f46a0e30a52320821a1866c544c30,74485,74485
0x3cea757eaf33666178792090cfb06c53c2182ff4,60297,60297
0x3cf0eb53468c0570ce281b657f51f9835e7edd8a,548545,548545
0x3cfd8811a58bdde35bf2055670f29951131190f4,577308,73467
0x3d057493cb6c5b91c3fdf4d39a82a084f0000d17,385578,266018
0x3d2d3920a48317f87f84ea4c45836ab8cbdc2220,177345,177345
0x3d316b25363a04e870fbfba989416767274a6f7d,585515,532036
0x3d3c3eeac517b72670db36cb7380cd18b929430b,122368,122368
0x3d5cd234a502a18cd6d65432259ce0772c1238f2,140438,140438
0x3d5d069e5bd9a898891377587bfd2d68c96f7a76,993135,993135
0x3d62df8ef82515c8a325650c367a327a4b5c5b79,1221897,1064073
0x3d699a2ae538cae1da30324bab6fbace4fced885,177345,177345
0x3d6d354850878b9f1bf1775b057cddb93fef3be8,956840,956840
0x3d7262fd87aae02a3cd659a27fa3e41111edd419,58524,58524
0x3d7e47f10faca60d0c1c49ae5971b417d9f52ddd,330258,194244
0x3d8f72be7bcfd5a293505d8ea62e875ea7b0e51e,124141,124141
0x3d8f8e4009a226cc11d3d7d1897ad7f6ce9a01da,301487,301487
0x3d90220abdc692f7026e87e8f34c4e5c0da15029,354691,354691
0x3d9bc449ac975e6618674360021e056b42089ca3,196930,138329
0x3d9e29481b839caaf7f778b753db238bde44a82a,195080,195080
0x3d9fad4b3e67476badc8a690531c5c4862182d8c,117048,117048
0x3da01e5f63ef6c274a457bec0171ac7b809e6443,1773456,1773456
0x3dc5adc05871e4ab253d7a6e749966d8edf40b7b,88672,88672
0x3dce993132b529d007e23cb9c903b575f04e22d6,177345,177345
0x3dd3aa07aaafb4f7fd8eb0baa4d7afd99e35aae2,113501,113501
0x3dde3c2b6c48ebd85dca74b32d5c5eaa9a791592,99931,99313
0x3de234ce7095651fa7a72e1fe22c16a54bd43545,267166,267166
0x3de54d97a55b2d0f52431d8fdd9c4fc185ab4b43,3624146,2553776
0x3df4f63aa4ceb52087a9be06b40508f0782778ea,89549,89549
0x3df51c76e46bde1416bef8a8ddc40d9b2ccde3df,1485180,886728
0x3df6c1d54ad103233b3c74a12042f67239d69f70,177345,177345
0x3e22b82e2e17987ecf021ef35118ed88a5e1eeae,106407,106407
0x3e2cf17c50c28f94bdf7932dc2b128035060563c,93245,93245
0x3e301a7eb0c5a15d8e66f0674b2cae58a7e6961b,312128,312128
0x3e34d5e1ba8a11515d0e84ba2d80e35a4ba283ab,5320368,5320368
0x3e483f5516564e8078b7108a8fba84762f6eb547,177345,177345
0x3e497bdb7dff3e1828f603a8121d5640bd672a38,35469,35469
0x3e49ca6c5bf8a8256b026069fdf1755b4cf4baed,88672,88672
0x3e5882df582b5f4d573aa8df9e24092228a5d494,88672,88672
0x3e6c9594b2e05ac8a7ed2300236dae54bf0a3a0e,842690,571094
0x3e794e92373ebffffca245abbde7a955e758d084,754758,744851
0x3e8a6726f43e6a7470ff2c99db5b73a2f81afb3d,4147649,886728
0x3e917eadd649784aafbeb5cf4c9132fce42f9f90,1000028,886728
0x3ea69cee049931ddd38bec7c15cb931a024f60fd,8864887,8864887
0x3eaa9aa94df7f4bb47e2658186023410d92a64fe,196853,196853
0x3eadb68a40cf6f1f014faf9fc08e21e984bc62d5,23292,23292
0x3eaed1be99145f29b955638e733794b4e0ec0a22,620709,620709
0x3edfbd11e22f23fc078c0feebaacb0ae26e4fd3a,354691,354691
0x3eeb3012c06ba98aa167ab457869391b39689fe7,58771,58771
0x3ef04f05beef0afb193dd6ac2ea7a5bc459f0228,904886,177345
0x3efe7a4dc6df11c800fa20ed31622fa1d0982510,2160716,452231
0x3efedc3245faff9f7c586db0419953f227c286e5,106407,106407
0x3eff8e92a3f8c7f9acaa052fd7cf50bc738c74e2,98072,98072
0x3f12bd2eea05c9751413aeeaae4ac3464e92f9a0,532036,532036
0x3f164219e525489d03fb4560d850712195280e7a,79805,79805
0x3f25b3d524ed880d6c3c5245c5969f18855b7cf7,60297,60297
0x3f35b5d95565c34aa16501525bfabdebe5a0cce1,1018817,886728
0x3f4fb3e7f253315c95c1eb944ecb5d72fc891878,231572,231572
0x3f514f26bce0929619236fca44dab5bde5ce86cb,531110,443364
0x3f54fb90aabef5fd48c127c7ef580004e7652155,3641059,2837529
0x3f5b516713c1c2c7922937ee853945c9d8d7ea35,90178,90178
0x3f609cd699b906d2bac1817fb9bcbcbc367fa8d4,166509,166509
0x3f652679938459c946b7ae67b02120a51b67c7c3,62070,62070
0x3f684b4e9119eb9aab03c2cc49958310a99f128a,443364,443364
0x3f6f98af5ba5b23c3557e757e6c7254ac0d26689,3671054,3671054
0x3f713da26f662fe1e14e1e6de958ffbceac4810a,177345,177345
0x3f824c7696eff27a0b86cb58f0137a983b700e26,2107670,1967533
0x3f8a41913df38708d068dbee522e7c7e84db0d7a,13248386,8867280
0x3f8d196746e2a44734b96eed96a27f22cf0a1a95,1064073,1064073
0x3f93c2c4bb9fab5e00f88b995a8ea9ff30212f0f,231367,198627
0x3f9c37ce0def986ed3b40f2d0ce95d2f69228f81,58524,58524
0x3fa842229078eb3941b99a72bd07226d9bab8069,638444,638444
0x3fb44e27ebcb53008db4ddcbaa783d8cb847dea0,1771597,1771597
0x3fb516b2c67cac5352468104e8ea6fc6d91310fb,117048,117048
0x3fc36149fbb0e63b2b18b5de50be2e4a6de992cf,2557734,886728
0x3fc87b02b54985e4467a091204e7aa745b46478b,266018,266018
0x3fd0ef5e035871ab6c9e7dbc4dd2f2ac2e58acec,673721,532036
0x3fd82895c00089e80995d2f57b956abe0b7c58b5,70938,70938
0x3fdadd7ed6704a5cb7aca7e096d256650034b20f,62070,62070
0x3fee1673aef855732cf35a4fc326f0b230cfefec,148970,148970
0x4007ab3e61b24cde32a92892a9f366f9e85fb356,177345,177345
0x400c6e573c7af8cc77bf087ab7761d803a525cc2,244553,70938
0x4012a21125161b590172231546e6bee89b532590,2051611,709382
0x4013105845e53b831256651f5a34bc67e6c7c48f,129994,129994
0x40131491058837e87585d47ed9c727e05f476428,532036,532036
0x40345b922ae714d6510b4471f672161c927f11be,1026728,886728
0x4034add1a1a750aa19142218a177d509b7a5448f,2400751,1330092
0x4039fb964ca6448144ba1c0ac66299ac042064ea,123992,106407
0x403f881c771a755abfcd97ac3cc370d2430fc7ed,177345,177345
0x405dcce973cbac81aefa6eae661cca67d4b1eed6,88398,88398
0x405fba5f0da8965510189ab054bc2282a3e5db9c,1773456,1773456
0x4080c7200ce56c9b052f8a902b7f635dfcca2b0d,118995,97540
0x4081a21846e2bc2118fc2a83d1206607018f1cdd,255526,177345
0x408630f7f8dd26f5e64b279b199e10dbafd6236b,88672,88672
0x4088af91b61aa1e0059e2f1925144ac52784525f,7980552,7980552
0x4096024fe41f00af64490c683f86e4ef1b02299b,177345,177345
0x409ec03a8c45b1d0c860600f00a37199c647f645,501184,501184
0x40a27328d48c6c327daaaf91c01d1feca771c7cc,443364,443364
0x40af7c03a7dc61f2bc77a42e05da3ecd38b49284,504404,177345
0x40b5440963e88d3e7d0025154820384e116600fa,151001,70933
0x40be1331dc553b6962b3db197edb2ea371a19b98,58524,58524
0x40ce203a15d025167787ed70bfefd551ab7b6994,101021,101021
0x40d1d3b4764eefe185c75e94091f70294e0ca1dd,88672,88672
0x40d7927c9d1357ce204172b3d854ccc28ff0ffdc,14187,14187
0x40d82fb56b8036acbfcdabae201a7cb583d1fe51,60297,60297
0x40dad3a6e502a79ab1398fe3456ee2a3f5070ac6,53203,53203
0x40df5ee2722b43628e7e4f4b59909627f0c018f8,354691,354691
0x40e8c0acc11dee0cd3df8e11604e6cc4715374eb,99313,99313
0x40ed78951a4b3b70acb5c082315e904b29e8c041,602975,602975
0x40ee4769690a8f2c8248ef94736c91fdaaa3866f,311718,311718
0x40f0b85e439e87c4e73b813db138511fa4b865e6,220537,124141
0x40f2a663b7740e5d267c9021d0d37cd510d5d44c,177345,177345
0x40f76ea099f8f0b9c5aab779def34b1f5e4d2835,8778608,8778608
0x40fa4987daaa6350c758833b90cfac96744c35ba,177345,177345
0x4105c9d909131e25552d0c70a45a994c70f69a2b,137358,137358
0x410949c615e783ce872e7847fb9aac01df1fdcb7,1378066,585240
0x410a14fc915419d73cca4be22097c910838778d8,775980,585240
0x410c7bb260caf1d95d0337d8ddb053df38169d7b,4336019,4334326
0x4118c2ab1b2806ea9f164af8c99a945ea42dfa8f,58524,58524
0x413b5fb505ace642972d0104ad6add5d39f0a681,1955352,1955352
0x413d825fd9df5c6a02a9558a75287c70046fe778,378041,372425
0x413ee671f3351f54cdec60bfabffca7e7e5a32f7,300172,122368
0x4147e6a5b8637fccaf5ce5011623bb7d7cca403c,84752,58524
0x4150220dab02ad6a4e241bfe254ecf391b5a4f28,23771466,17734561
0x41574c89b98205160f518e199f9c7f63e60e98d7,76986,58524
0x4158406b55313dcd2265b42ca0576a9075a9aeec,432305,432305
0x4167663ef221b66bbdf14d29f0bd44926f91c4f7,106407,106407
0x416eb5f32e77f35deacfa364b83b6ab2c84ea04b,412806,283752
0x41847943bb6600374261603ed08a6bb6b0b5c68b,1064073,1064073
0x419a84b3336c482f446460dc57f71c176bbfa4f3,248283,248283
0x41a2b0c1990f49518f6abb3617dd8889f7a13b0a,4508155,1950801
0x41a2c10b2687063bea9e03f4a39224d03eccc660,6739133,6739133
0x41a2d73ba40b9725b53a7395a72fb4365d873152,797350,388455
0x41a3daf02b67fb7650eaf36802d086c0f3a58f1a,238646,212814
0x41a454aeb01d3d9cba862dee8e925c73dcba336c,1348243,1330092
0x41a5316b608475b2b27d4b08396f5e3224829166,378265,378265
0x41acdb551e208db02b61f5ec032a8b92939edfd8,142104,53203
0x41b5cc38512346199909d9efabcfc6fbaeaf8b28,632182,532036
0x41bd9935d92851dacf78a0301dfe848b4aa712cc,8512589,8512589
0x41c78e58dc02559ca970dbb03055403ab9d390b2,168478,168478
0x41de097dc6dcd9ef59ed9aa22b81b94b247912fb,94761,94761
0x41e387588c97a96db232c23e4e9fc04cc35d2463,5320368,5320368
0x41e646860915d78e4c0ecc31ec262dbf1c98d0fa,58524,58524
0x4212ce82d62673401a0bc961e923bbe54cbec467,62070,62070
0x421a5158f7052414f3a6f80f0cf4700ec0d15bce,177345,177345
0x421ce1ce6ad67d4d70522cc18ec8909af83d48d6,320989,177345
0x423a25f4f64ebb0836de9c6ba4a360f93454f32c,102030,102030
0x423c429147edd6e48ae2e0fa735a80ad8d628e71,177345,177345
0x423db40eecbf8269675e3dc828f5590874aee775,62070,62070
0x4246b71a14bde30818b30812f73f57416a678bce,9842,9842
0x4254e4dd758236852070b5f93b4d17fd25858fae,372425,372425
0x426907a3e8c77a4fda8c37a8c6305e1549786a82,316883,133009
0x426add0485dbbdc2cc71dbf3a422f8ab08850d43,398885,398885
0x426ea5f841080373b0e3ec85969dd91fc5683d67,5074169,407894
0x426f8417888cbb84db5560f2123995ad455d7756,62070,62070
0x42757298759773e1af7199b18f6ad2307dfdcd88,126616,122368
0x42980db80ab7a13c5ce926e7a761936da2663998,514302,514302
0x429b25ec34a70bc320777de402b602e8b4d1e8ff,1773456,1773456
0x429efcf665f826177792712654ee0b4fd7385c54,177345,177345
0x42a773bfdd8d7ae027b1f12483a6be708b2135c8,886728,886728
0x42ae2a8a80fe2e8dea3820cdf927f454eee0fb12,1200824,70938
0x42dc2f521ff4e0fc7a307ab1a22af518ae92d666,58524,58524
0x42e0299da2e36cb13d8525a2fd8923dc48b8a9be,702654,702654
0x42eaa5abafe94269fc266e56887114a5fd3d5ad9,62070,62070
0x42f36268e3b20bb5969ac8823d79ced4cdcf494d,97540,97540
0x43092b2814806ad8620f078415dea04c8e5245e1,494245,243337
0x4314dcfeaebe2423b1dc5b54e9b21525b8cefda1,1000009,620709
0x431973b9593a6f273512008670979d32ce4f756d,177345,177345
0x43253f4dc75207ef635be5b30c3409c472cf9993,7231207,5143022
0x432b47430f6bb204ece2a0f7d49a22e7eef81ec0,135377,97540
0x43301a3cdf87aaff129869a4671ca91ae02f70e6,175391,175391
0x433703ab6b830e5fb7c7413f1a2bb00f2e870904,60142,60142
0x433bf20de9089187576f35779535a9d251e09346,106407,106407
0x4343a3e5cb291b12aef6c0912ea87ef5fcb85715,486589,461098
0x435d4599c1a4992dac4f8db6f73e6b90169f6a0d,58585,58524
0x4368f4297cb69c26c298dd2b0ddc431623907679,1008562,620709
0x436bb9e1f02c9ca7164afb5753c03c071430216d,1787280,1773456
0x436f02f4671ef37a2611e0770e668df0ffd2f01d,266018,266018
0x43842674889d35e27a55c8976da68ab62db827b1,266018,266018
0x4384478f4726e18ac280d0bfb5c4add9ab92fff7,390958,319222
0x4393bf6a7dd675a9bc38d8cbd07ceeb2f32dd7a1,365000,177345
0x43bb993694e32eae61a6fdeb9f41778e457e04c7,62070,62070
0x43cf525d63987d17052d9891587bcfb9592c3ee2,354691,354691
0x43d7745e252a2a6ebaeb709cdfba69dd5e0a2395,8867280,8867280
0x43e07f6edf08bb5b3324bf6d593181a812bab3e6,443364,443364
0x44064c376e39183decb52181a036920056412009,58524,58524
0x44081a6a4c294841c19ff0451ead5060585eeae7,443364,443364
0x441045d9903830c81127a78f2f589edba5e55a5c,354691,354691
0x441bc640742bf34ffa5050ea9f387ceef02c36b7,58524,58524
0x441fe109c81017f7ec818d097767c2594a02e8e1,60205,60205
0x442a98ffce8045831d2894587a088047fea9ad71,118821,118821
0x44442466cdbecafa4f28dcab8dd3c61b0dbc138b,1191713,290882
0x4444692f49836c3ab45a12f1925850484b149be2,60315,60315
0x44471f67800dfc0a5a81cd144eaf8db97033255e,886728,886728
0x444b6a1fdb0d866e42e993ff6afac9f330aec9e6,58524,58524
0x445418799c90f01e63461c1133d08b9cf247cdd5,78590,78590
0x445b772791a98d06b9716b4a337ad7cbaa0dbd21,60320,60320
0x446267a9e02c3e64ae837d69a16efcfe14cec1dc,1003874,293630
0x4463064ef5628b2178be12863d5a2f5a72341122,195080,195080
0x448a52aa2ff881a72aa408e182c6a35d79ecea25,532036,532036
0x449e23f429369f651ea51b664d3fed5965f54766,407894,407894
0x44aa458faae6b05ac758cc42430e7724c21616ce,62070,62070
0x44bdb0d06618257b4002b5dca0276386a9f36e9e,167195,58524
0x44bfd3b6566daf9c852de89dcd6d70ba7aaf8572,74839,74839
0x44c967fd7afaf25a818563089176e6622b2f022c,74485,74485
0x44cd22617f64f3ba438a92cf75dc15aa87a91c44,177345,177345
0x44d790d80b17bcc1a0ea306b6771a72bd923ec91,89672,88672
0x44dc9923720f44ddf6315a02549853c2fb664691,500136,354691
0x44fcb959d79db24381e1c6e4e565ba1f73c38796,1647294,590560
0x45008ce05cf52e7f8ed5b1bf2e166d8316375135,2054984,1436499
0x450a733ebd54a7db2f2e78fd0cf6b47780f25374,443364,443364
0x450c73e388901b820ada519be4ab524a9e2698e4,354691,354691
0x450df2de58eb06adf926d277ad48364f947c837e,90304,90304
0x450fd1a872a18e5cbcddc693c293f85914d5d4c9,1121263,425629
0x4525d57347a43edb3087425b671eb4c5b731de57,496567,496567
0x456a16754dfa4ff3cdadf72f1f1affc6b8450143,104478,88672
0x4571185dadfffabe3c55c9ef19891715d57f6721,225228,225228
0x458bdae2fac0f3939075206ed1e060fd1cb93be4,35955736,35929551
0x4591adafa283ade8089aa5727f4e4bc85a03d16c,120062,120062
0x4597ac6405bfb74732ddc31724b1519fcca16248,443364,443364
0x45a4728c18be6d32df8bce88e1a5aeccab3fc147,88672,88672
0x45a8994f153674f67570191540181b7b09b55f52,301487,301487
0x45aa6a28ffb46797e7f84766e554c8dc6c7ba785,786587,620709
0x45aa94f4e579d36fc217d4229a7617a64cdae69f,2203480,2203480
0x45af66ef9eb1e505077551df87b2e95d7481018c,58524,58524
0x45b1f5d7467d635dcad235e887b8008177fa23a5,70938,70938
0x45b396696607b5760d68fa86a455cc682a11b41a,260374,260374
0x45b6bdb9098d2c45d30ba7d2bb1bb0645b97bdc9,62070,62070
0x45bbdb717fa5f571041e9868ad95f304b6758dd2,283752,283752
0x45be74ca416222e6a6b0f03749b795dd6e7cda3c,360034,98650
0x45c1ce2a9a12ded09741c8e32ede76dd739c9609,156877,88672
0x45c6e21b25fbb64f3afc875c8bbe7baa34cabd78,978955,978955
0x45c83d241b9669f0479d0d708132065d25e5d926,106407,106407
0x45e11a1a78bc94d26d66276895b32e70a7c131a2,549771,549771
0x45e280d079fccc83e6720b687ae41f8bb321f673,443364,443364
0x45e9e8ea9f51de852adb266135a6b37342943197,1991802,1773456
0x45ef30bc5fce85f46b075d51261669e160ffbd93,70938,70938
0x45fffaa67cc5749cdbca31b2c656e3f5f5981d17,4818403,2660184
0x460097aeb838aa1812fc0c28541dedcc0e0b2481,2979769,146847
0x4604cb009ab0323f769807207bb7f2aca318bb86,53203,53203
0x4609fadc95be8218ac4d2137237b2c7bf30be71b,558865,177345
0x462caf88c7091b1e8d73cb3c86908022f2d1e463,177345,177345
0x462fd1589eaa6d980f4cdd0dd9a76dad4730da1b,886728,886728
0x46320036bdfb0466492afff27a3acdf2dd20ffd6,5320368,5320368
0x46337de97de52c5a8ef04b539ce68837f81ed3af,886728,886728
0x46338927806789978e59993cba7c4e2102c02169,408407,375268
0x46340b20830761efd32832a74d7169b29feb9758,51430,51430
0x4655d823b1cb3c336233a4b7e5183cc73fff46e7,886728,886728
0x465e29251161f9badc2c71c0a8adec2d5565972a,70938,70938
0x4668fcd7a1cb67c8edada41b198d7a24b0613b7e,106407,106407
0x467e55bc95a339a20c292efde202cd727f17a0fe,1773456,1773456
0x468e704c8d047e846eefaebbac19bc5391e453f8,177345,177345
0x469ef6753d056708681af22393340b4d94d6d675,1418764,1418764
0x46a184976ee66d1a55bc9684f51a6535e5cef1c5,58524,58524
0x46b0dd9aeae0200c74b3914fed44fb051ff469f5,428999,428999
0x46b5e7ff1cf00b83bb9caefe86c2aa7b43e398dd,161889,161889
0x46bfe05fef935b62846747f697e651cb2ccf9a13,131417,131417
0x46c22f0d4877e0e76055944249230fc8009b5fa2,284589,284589
0x46c317df1d76a8b61d5acdd577dce07a3676eb7b,166773,58524
0x46c61d5dc4aaac4358bf7a1bc265679f6983b598,132060,88672
0x46de8731e9952a937879e63e836f829acc2fd795,88672,88672
0x46ec76ece0fd71dcdd79242d5009872ab23a0742,155668,155668
0x46f13eb2bcb56dd8e0927f4f4963044c458c48e5,1773456,1773456
0x47282add409b8fce5e6dd1d92d0080c9381494de,59638,59638
0x472c8e03d9972e1ae1774346b18f091462eb24f0,1046339,1046339
0x472e92e61b020ddffc780a6725f090244d25578e,5320368,5320368
0x47311a8980323ae21bbf56e92975640149f02910,120595,120595
0x473bd9504c3a6a78dceb4d5e8728c6b74c56b79f,106549,106549
0x47403c154543bee9823958f88c27e31602b40126,266018,266018
0x474697d0586eb53239851bb3b742ebed493b83bd,58524,58524
0x474f493d6f70a4fcfee36ba46a0df4e30e560c8b,88672,88672
0x4750baa542588222123e2b6578d8ff37e88dbde4,88672,88672
0x47510c0cda98a9110f3f860e6650ae992b705441,177345,177345
0x4753b8796dcba31bcad05bc611c9c5d73feb477d,532036,532036
0x475d2a967b24afbbbfab36d71388c979601956dc,3672149,354691
0x475d6b5baf78e3d10037ada45eae5817431e0703,1874192,1684783
0x4766a0f88b1d41219e2e86d12e1222d5aaac3141,168532,106407
0x47734b0f659e8fcee5add2f4d29f50e09d232bf0,177345,177345
0x477cd7a061eaba6504033cc886a876704a5be1b2,1773456,1773456
0x478552bf80d68dd8418f6600e7575bce28bf861e,532036,532036
0x478a02551b9a52dcac8cf436e7ba962651226dc7,354691,354691
0x47a931aba7dca4c8a61458797ed58f15170efe90,532036,532036
0x47b911fdb72e712ae20bf3ff2bd4816ef5a06b64,23154267,8867280
0x47bed016447c7378aace54feb68c96bf7c81a39e,600000,372425
0x47e4f26530e93f8e2b8a7153c6913b5e9d15256b,58524,58524
0x47ee4f333bbeb89e3f7d359be7d25bf7380f3b83,354691,354691
0x4800656d8f4e16f47a43093d232ed881ed77172e,4433640,4433640
0x48093b2aed5fc65cc9056413e2b94b985305a4ba,532036,532036
0x4811e6996291cd78b9f9272ead30da18774db174,709382,709382
0x48230cd203c067f38c0c5986fd9c4927ddab086d,92386,92386
0x482f3f12c4a63746102f1ccb74839152d96305ab,70938,70938
0x4851ae25872c530829d1677f99c429797beee736,1773,1773
0x48723af9097ae37ae88681b083163483facab4d7,3546912,3546912
0x487f89a19668f9eefacfef59054723373484388a,61110,61110
0x4882c5e4a1370f7bfeef6396a4db9993a7f9f892,886728,886728
0x488d3819cea6020ae2d9c019bd8d539f68974d40,5352025,4788331
0x488e8b79f26b08dc24f4528b2b8abf62e1a12912,35469,35469
0x4898034aed7bb2451a5b0c291a201df0602d4be2,354280,88672
0x48ac2ebc792dbfc0b0c54b0527b0c50223b7c13e,271421,177345
0x48b4e97dfae0c023cc36ca9d0c99d466c6541443,83410,62217
0x48cdde09b667454e7c83aa7a9e5e43c9598be8dc,88672,88672
0x48ce0bd2fa982cccd2d8e07a4530eb478f42dc5e,177345,177345
0x48ce552d4dc96c9a181ad10fa6f02ae70c3e801f,1365225,709382
0x48ce67f7ae45220b5ef204171cbe946258f9e9b7,69164,69164
0x48d5e5f4ffde535739b7929ce3245a5b9b358921,120537,88672
0x48d97b71d5f67cf514fe901996f60686af1353d3,266018,266018
0x48e8d1339744b783e3e3571bc2942480541362a6,205044,205037
0x48ea7b5fe57c406fc32c8d902e0af526b5ad32bc,53203,53203
0x48ec1c2e2c53ddaddb46159e565a668f3deaabdf,886728,886728
0x48ec5560bfd59b95859965cce48cc244cfdf6b0c,377399,377399
0x48fb495b3bfb97826d8d56df1b96118083eb2c13,585240,585240
0x48fe64414c461234b3e676ad5d4b16d8bdf41555,390160,390160
0x4901274822f9ef9b6af993ce7dee33c3dd5d1f45,3546912,3546912
0x490381730f1091aa63c3f976a922ffcb3ecedeed,149574,149559
0x490deb3737507f3dd88cf5fd57a3ab7af8b52a4b,81329,81329
0x49240b844ebf349b84e0626dc9d6521ebd1f4379,58524,58524
0x492a05a01d92423f090beee2117b5bf8257dcb3c,886728,886728
0x492acf2e2f4e8a87e586c1aed562c6eb86feed77,92950,62070
0x492bfe4144ee6206ce6f6525905ab6a15b48a28f,500000,177345
0x492c4e915113e7e95a5eec6d59db18985d41ce0a,58524,58524
0x494e262538e61962002f09c284b1614f0c148f21,158463,96256
0x4953c3176e43e8add1b3893de9ad298b6a0c2eb7,2660184,2660184
0x49579ff90fdd93e74172923b4cc701e052723145,225680,225680
0x4962000edf93015e9b09170bcd49a27f7349280c,337561,337561
0x4976a4a02f38326660d17bf34b431dc6e2eb2327,88672,88672
0x4991b3214d2d7f923fc248f16b17de5f4050bbba,8867280,8867280
0x49c7401db3faa3f727b2a28f14980274db0685cd,97540,97540
0x49cc7a0dad97ac06f392394ea70e1bd2799d0017,266019,266018
0x49d1ad89adb60241bf2cc003fe57bcfd4d3cfd95,88672,88672
0x49ddf3f74be3f10a767f37977b6b21e9c0bfeb1e,532036,532036
0x49e74e31787734c3543e99bfacd457cb8286b239,177345,177345
0x4a09126c92723ee1c26cedc5eb7d839a4be18a25,486020,356464
